Indicator,  Merchandise exports by product group and destination – annual (Million US dollar),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Reporting Economy,Product/Sector,Partner Economy,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Philippines,SI3_AGG - AG - Agricultural products,World,2201,1778,2026,1958,2000,2375,2553,2729,2830,3237,3961,3174,4129,5417,5075,6469,6948,5091,5178,7016,6478
Philippines,SI3_AGG - AGFO - Food,World,2035,1595,1815,1792,1829,2172,2322,2504,2589,2982,3650,2943,3767,4915,4638,5909,6308,4534,4706,6399,5843
Philippines,SI3_AGG - MA - Manufactures,World,26461,32233,34770,29237,32187,32522,35597,36747,40837,42844,40542,32787,43814,38527,42506,44229,48612,49327,47407,55501,55211
Philippines,SI3_AGG - MACH - Chemicals,World,351,301,340,337,373,406,462,553,765,1019,1123,963,1554,1874,1927,2322,2212,1653,1549,1725,1345
Poland,SI3_AGG - AG - Agricultural products,World,3560,3022,3099,3412,3697,5115,7292,9703,11669,14952,18360,16924,19305,22784,24934,29174,31486,28587,28866,33762,37104
Poland,SI3_AGG - AGFO - Food,World,2991,2467,2530,2889,3110,4277,6300,8579,10404,13430,16550,15471,17355,20351,22510,26288,28384,25846,26081,30594,33513
Poland,SI3_AGG - MA - Manufactures,World,21772,21539,25444,29068,33730,44241,60531,71220,88107,113301,137857,110127,126091,146889,141674,157122,170517,156536,163046,186795,208158
Poland,SI3_AGG - MACH - Chemicals,World,1899,1696,2162,2272,2609,3504,4837,6074,7917,10291,13392,10699,13662,16864,16851,18846,20012,17585,18661,22352,23536
Portugal,SI3_AGG - AG - Agricultural products,World,2498,2484,2513,2363,2638,3179,3566,4005,4794,6000,7286,6437,6910,8243,7960,8806,9285,8082,8159,8954,9759
Portugal,SI3_AGG - AGFO - Food,World,1741,1692,1666,1711,1985,2400,2740,3180,3802,4850,6009,5405,5589,6594,6494,7214,7771,6727,6850,7539,8171
Portugal,SI3_AGG - MA - Manufactures,World,21513,21168,20674,20755,22235,27180,30218,30525,34903,40708,43298,33152,36364,44334,42630,45397,47356,41210,42289,46995,51954
Portugal,SI3_AGG - MACH - Chemicals,World,1186,1222,1377,1321,1514,1955,2410,2631,3172,3938,4280,3383,4055,5313,5108,5606,5688,4869,5044,5457,5888
Qatar,SI3_AGG - AG - Agricultural products,World,10,11,10,8,14,17,23,43,38,25,2,51,43,65,76,78,11,169,18,22,38
Qatar,SI3_AGG - AGFO - Food,World,10,11,9,6,12,15,21,33,21,23,2,49,40,61,71,73,8,163,16,19,29
Qatar,SI3_AGG - MA - Manufactures,World,809,828,906,796,1041,1169,2473,1805,2753,4047,5839,3692,5764,8966,12753,13118,7201,3895,5485,6453,8542
Qatar,SI3_AGG - MACH - Chemicals,World,415,419,471,458,501,620,1773,1341,2129,3230,4531,2226,3475,6229,9561,9834,4609,956,3263,3839,5418
Romania,SI3_AGG - AG - Agricultural products,World,746,886,832,840,880,1108,1385,1461,1761,2372,4013,3909,5135,6940,6503,8565,8846,7659,7715,8142,8506
Romania,SI3_AGG - AGFO - Food,World,422,472,327,424,425,553,714,824,1057,1515,3136,3089,4043,5495,5052,6886,7296,6469,6734,7135,7590
Romania,SI3_AGG - MA - Manufactures,World,6689,6659,7989,9189,11244,14530,19310,21926,25545,32824,38573,32625,39546,49466,45392,51138,54205,48262,51697,57794,65418
Romania,SI3_AGG - MACH - Chemicals,World,438,420,607,587,649,840,1290,1589,1840,2323,3029,2069,2887,3954,3806,3730,3627,2931,2734,3096,3393
Russian Federation,SI3_AGG - AG - Agricultural products,World,3728,3442,4484,4574,5784,7009,7964,10625,12738,18301,18061,15878,15842,21319,25973,25574,27898,23429,24246,29534,34664
Russian Federation,SI3_AGG - AGFO - Food,World,1174,757,1286,1440,2165,2674,2461,3860,4808,8203,8324,9232,7506,11242,16607,16045,18793,15996,16845,20507,24648
Russian Federation,SI3_AGG - MA - Manufactures,World,20694,18577,24402,23306,24455,29097,40803,45550,50179,60273,78641,49329,56123,68269,84828,86511,85830,70262,61826,77906,88912
Russian Federation,SI3_AGG - MACH - Chemicals,World,3964,3917,6181,4862,4663,5829,7993,10106,11576,14684,22359,12482,16068,21792,24610,23533,23517,19950,15716,18746,22044
Rwanda,SI3_AGG - AG - Agricultural products,World,30,46,,34,4,31,55,42,80,69,101,112,115,170,243,248,227,252,260,376,471
Rwanda,SI3_AGG - AGFO - Food,World,27,45,,32,0,27,52,37,76,62,97,108,108,155,222,221,209,237,245,355,444
Rwanda,SI3_AGG - MA - Manufactures,World,2,2,,5,15,5,6,17,11,22,22,50,26,43,71,57,109,87,82,118,148
Rwanda,SI3_AGG - MACH - Chemicals,World,0,0,,0,0,0,0,1,1,2,2,2,2,4,4,5,8,6,9,12,16
Saint Kitts and Nevis,SI3_AGG - AG - Agricultural products,World,,8,8,8,1,9,14,1,3,3,5,4,4,5,5,4,5,5,4,4,8
Saint Kitts and Nevis,SI3_AGG - AGFO - Food,World,,8,8,8,1,9,13,1,3,3,5,4,4,5,5,4,5,5,4,4,8
Saint Kitts and Nevis,SI3_AGG - MA - Manufactures,World,,20,25,23,26,39,28,33,36,31,46,34,28,40,41,36,34,26,33,29,33
Saint Kitts and Nevis,SI3_AGG - MACH - Chemicals,World,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,SI3_AGG - AG - Agricultural products,World,39,42,32,31,23,29,34,30,35,35,47,50,50,27,19,46,35,44,44,43,45
Saint Lucia,SI3_AGG - AGFO - Food,World,39,42,31,31,23,29,33,30,34,34,47,50,50,27,19,45,35,44,43,43,45
Saint Lucia,SI3_AGG - MA - Manufactures,World,15,13,12,13,17,26,26,23,37,41,79,92,132,61,33,71,73,87,71,71,74
Saint Lucia,SI3_AGG - MACH - Chemicals,World,1,1,1,1,1,1,2,2,2,2,8,7,12,4,3,8,7,9,9,5,5
Saint Vincent and the Grenadines,SI3_AGG - AG - Agricultural products,World,42,40,38,32,33,28,29,30,29,32,32,32,29,27,32,35,34,37,34,30,29
Saint Vincent and the Grenadines,SI3_AGG - AGFO - Food,World,42,40,38,32,33,28,29,30,29,31,32,32,29,27,32,35,34,37,34,30,29
Saint Vincent and the Grenadines,SI3_AGG - MA - Manufactures,World,8,9,9,10,6,10,7,10,9,16,19,16,11,10,9,13,13,9,8,12,15
Saint Vincent and the Grenadines,SI3_AGG - MACH - Chemicals,World,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samoa,SI3_AGG - AG - Agricultural products,World,,,,20,18,16,20,20,15,15,10,10,13,17,18,15,12,26,27,25,29
Samoa,SI3_AGG - AGFO - Food,World,,,,20,18,15,19,19,14,15,10,10,13,17,18,15,12,26,27,25,29
Samoa,SI3_AGG - MA - Manufactures,World,,,,42,50,67,62,66,49,80,60,32,47,36,38,30,22,18,17,5,5
Samoa,SI3_AGG - MACH - Chemicals,World,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Tomé and Principe,SI3_AGG - AG - Agricultural products,World,,2,3,3,5,6,3,3,4,4,5,6,6,6,5,6,10,9,9,9,9
Sao Tomé and Principe,SI3_AGG - AGFO - Food,World,,2,3,3,5,6,3,3,4,4,5,6,6,6,5,6,10,9,9,9,9
Sao Tomé and Principe,SI3_AGG - MA - Manufactures,World,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,3
Sao Tomé and Principe,SI3_AGG - MACH - Chemicals,World,,,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0
"Saudi Arabia, Kingdom of",SI3_AGG - AG - Agricultural products,World,539,565,528,527,639,979,1208,1410,1637,2240,687,1031,3186,3656,3719,3604,3826,3842,3955,4110,4115
"Saudi Arabia, Kingdom of",SI3_AGG - AGFO - Food,World,462,499,474,440,530,878,1038,1256,1497,2119,687,1018,3086,3528,3610,3505,3719,3728,3813,3785,3656
"Saudi Arabia, Kingdom of",SI3_AGG - MA - Manufactures,World,5503,5092,5956,7450,7781,9541,13561,17098,20142,24838,21489,18662,31907,42361,45596,48036,50381,41785,39648,43460,54551
"Saudi Arabia, Kingdom of",SI3_AGG - MACH - Chemicals,World,3724,3366,4210,5203,5097,6110,8228,11074,12019,14259,14652,12240,21852,30647,33290,35071,38168,29788,27960,31057,40505
Senegal,SI3_AGG - AG - Agricultural products,World,108,76,375,381,425,469,497,455,532,614,476,562,587,813,724,969,1019,869,902,1077,1236
Senegal,SI3_AGG - AGFO - Food,World,79,63,363,363,402,429,460,424,495,569,443,542,559,776,680,906,956,819,851,1023,1170
Senegal,SI3_AGG - MA - Manufactures,World,273,267,187,226,352,396,506,636,473,558,842,758,783,1012,991,784,792,750,843,861,1001
Senegal,SI3_AGG - MACH - Chemicals,World,211,170,120,140,266,261,336,319,190,243,373,267,324,476,401,297,267,281,345,321,485
Serbia,SI3_AGG - AG - Agricultural products,World,,,,,,,,1018,1372,1822,2100,2031,2359,2648,2819,2941,3207,2991,3323,3306,3545
Serbia,SI3_AGG - AGFO - Food,World,,,,,,,,885,1224,1642,1906,1906,2189,2407,2638,2711,2985,2806,3124,3107,3304
Serbia,SI3_AGG - MA - Manufactures,World,,,,,,,,2838,4049,5792,7420,5175,5817,7009,6849,9810,10049,9042,10070,11753,13541
Serbia,SI3_AGG - MACH - Chemicals,World,,,,,,,,494,650,915,1111,658,875,999,907,1247,1191,1129,1304,1566,1859
Serbia and Montenegro,SI3_AGG - AG - Agricultural products,World,515,392,389,390,617,662,935,1020,,,,,,,,,,,,,
Serbia and Montenegro,SI3_AGG - AGFO - Food,World,402,324,290,312,526,561,784,887,,,,,,,,,,,,,
Serbia and Montenegro,SI3_AGG - MA - Manufactures,World,1526,879,1049,1192,1300,1581,2308,2898,,,,,,,,,,,,,
Serbia and Montenegro,SI3_AGG - MACH - Chemicals,World,286,145,145,132,169,247,391,492,,,,,,,,,,,,,
Seychelles,SI3_AGG - AG - Agricultural products,World,91,110,124,152,173,211,184,194,202,198,226,208,219,242,282,419,334,253,292,282,309
Seychelles,SI3_AGG - AGFO - Food,World,91,110,124,152,173,211,184,194,202,198,226,208,219,242,282,419,334,253,292,282,309
Seychelles,SI3_AGG - MA - Manufactures,World,4,3,7,10,7,8,19,22,17,7,11,10,30,42,29,11,13,20,42,110,99
Seychelles,SI3_AGG - MACH - Chemicals,World,0,1,3,2,2,4,15,12,1,1,0,0,1,1,1,1,1,1,1,0,0
Sierra Leone,SI3_AGG - AG - Agricultural products,World,,,,,38,,,,,,,,,,,,11,72,116,112,164
Sierra Leone,SI3_AGG - AGFO - Food,World,,,,,,,,,,,,,,,,,11,71,78,83,69
Sierra Leone,SI3_AGG - MA - Manufactures,World,,,,,3,,,,,,,,,,,,27,21,126,104,129
Sierra Leone,SI3_AGG - MACH - Chemicals,World,,,,,,,,,,,,,,,,,0,2,2,3,3
Singapore,SI3_AGG - AG - Agricultural products,World,4471,3862,3723,3302,3361,3654,4293,4542,5088,5981,7181,6270,7889,10074,9860,10882,11891,11661,11584,11854,15774
Singapore,SI3_AGG - AGFO - Food,World,3725,3218,3091,2776,2857,3092,3607,3795,4226,5116,6208,5642,6876,8777,8807,9644,10554,10137,9752,9739,13382
Singapore,SI3_AGG - MA - Manufactures,World,92933,98544,117681,102587,105629,135034,165308,185203,214093,227097,236855,198063,254204,279641,282708,288202,290704,265720,258342,276546,300340
Singapore,SI3_AGG - MACH - Chemicals,World,7105,9074,9595,9876,11646,18455,23023,26135,30838,33654,31888,30220,39711,51510,53975,50084,52936,47126,46106,50319,58161
Six East Asian traders,SI3_AGG - AG - Agricultural products,World,,,32213,30046,32656,38625,44239,45889,52563,63160,80164,67158,87181,116799,106427,,,,,,
Six East Asian traders,SI3_AGG - AG - Agricultural products,Africa,,,1146,1262,1443,1780,2205,2197,2424,3654,6079,5265,6503,8248,7042,,,,,,
Six East Asian traders,SI3_AGG - AG - Agricultural products,Asia,,,21206,19543,21228,24777,28257,29052,32379,38248,47050,41847,55547,76454,71414,,,,,,
Six East Asian traders,SI3_AGG - AG - Agricultural products,Australia and New Zealand,,,730,649,731,887,1028,1164,1262,1538,1953,1779,2128,2758,2786,,,,,,
Six East Asian traders,SI3_AGG - AG - Agricultural products,Brazil,,,110,77,109,182,231,264,356,492,565,350,632,831,566,,,,,,
Six East Asian traders,SI3_AGG - AG - Agricultural products,China,,,3064,2801,3462,4824,6083,6488,8319,10318,11610,10453,14076,21100,18042,,,,,,
Six East Asian traders,SI3_AGG - AG - Agricultural products,"Commonwealth of Independent States (CIS), including associate and former member States",,,221,301,420,609,595,762,889,1260,1838,1327,1353,1534,1440,,,,,,
Six East Asian traders,SI3_AGG - AG - Agricultural products,Europe,,,3886,3700,3936,4878,5430,5928,7247,8737,10391,7393,9602,12809,10742,,,,,,
Six East Asian traders,SI3_AGG - AG - Agricultural products,Four East Asian traders,,,4346,3913,4025,4307,4665,4657,5005,5855,7233,6066,7746,10182,9557,,,,,,
Six East Asian traders,SI3_AGG - AG - Agricultural products,India,,,902,772,899,1131,936,786,820,1146,1746,1919,2682,3836,4214,,,,,,
Six East Asian traders,SI3_AGG - AG - Agricultural products,Japan,,,7047,6305,6330,6738,7366,7482,7351,7465,9270,7881,9838,12833,11982,,,,,,
Six East Asian traders,SI3_AGG - AG - Agricultural products,Least-developed countries,,,1131,1086,1260,1540,2027,2081,2347,3281,4643,4122,5053,6734,6654,,,,,,
Six East Asian traders,SI3_AGG - AG - Agricultural products,Mexico,,,38,47,33,44,45,71,108,120,164,115,220,249,238,,,,,,
Six East Asian traders,SI3_AGG - AG - Agricultural products,Middle East,,,1165,1031,1372,1723,2215,1822,2471,3219,4778,3394,3866,5164,4859,,,,,,
Six East Asian traders,SI3_AGG - AG - Agricultural products,Non-EU south-eastern Europe,,,178,157,207,277,258,408,471,640,735,428,611,994,711,,,,,,
Six East Asian traders,SI3_AGG - AG - Agricultural products,Non-EU western Europe,,,83,72,61,81,83,89,95,126,172,143,147,176,169,,,,,,
Six East Asian traders,SI3_AGG - AG - Agricultural products,North America,,,4288,3911,3943,4375,4934,5465,6351,6997,8723,7102,8978,10846,9511,,,,,,
Six East Asian traders,SI3_AGG - AG - Agricultural products,Other Africa,,,895,1056,1160,1479,1733,1780,1940,3004,5204,4407,5653,7223,6128,,,,,,
Six East Asian traders,SI3_AGG - AG - Agricultural products,Other Asia,,,5115,5102,5781,6891,8179,8474,9620,11926,15238,13750,19077,25745,24833,,,,,,
Six East Asian traders,SI3_AGG - AG - Agricultural products,Other CIS,,,32,60,61,99,123,200,278,440,814,625,537,613,660,,,,,,
Six East Asian traders,SI3_AGG - AG - Agricultural products,Russian Federation,,,189,241,359,510,472,562,611,819,1024,702,816,920,780,,,,,,
Six East Asian traders,SI3_AGG - AG - Agricultural products,Six East Asian traders,,,5919,5595,5847,6426,7370,7477,8307,9739,12158,10013,13038,17305,16609,,,,,,
Six East Asian traders,SI3_AGG - AG - Agricultural products,South Africa,,,251,206,283,301,472,417,485,650,875,858,850,1024,914,,,,,,
Six East Asian traders,SI3_AGG - AG - Agricultural products,South and Central America and the Caribbean,,,262,223,262,409,504,547,718,933,1140,780,1292,1702,1388,,,,,,
Six East Asian traders,SI3_AGG - AG - Agricultural products,United States of America,,,3833,3462,3471,3844,4363,4818,5613,6108,7654,6159,7817,9442,8164,,,,,,
Six East Asian traders,SI3_AGG - AGFO - Food,World,,,23288,22663,24442,28246,31570,31995,35492,44987,59667,52101,63506,82366,78924,,,,,,
Six East Asian traders,SI3_AGG - AGFO - Food,Africa,,,1022,1152,1309,1605,1998,1983,2143,3322,5666,4970,6111,7744,6577,,,,,,
Six East Asian traders,SI3_AGG - AGFO - Food,Asia,,,14922,14318,15502,17361,19386,19368,20803,26020,33402,31022,38788,51697,51228,,,,,,
Six East Asian traders,SI3_AGG - AGFO - Food,Australia and New Zealand,,,583,529,603,743,851,986,1076,1364,1746,1617,1959,2535,2581,,,,,,
Six East Asian traders,SI3_AGG - AGFO - Food,Brazil,,,28,19,29,72,50,43,48,109,126,118,151,249,163,,,,,,
Six East Asian traders,SI3_AGG - AGFO - Food,China,,,987,1133,1551,2072,2777,2740,3613,5220,6341,5920,7130,10045,9463,,,,,,
Six East Asian traders,SI3_AGG - AGFO - Food,"Commonwealth of Independent States (CIS), including associate and former member States",,,206,283,403,573,538,667,732,1096,1658,1249,1220,1317,1206,,,,,,
Six East Asian traders,SI3_AGG - AGFO - Food,Europe,,,2556,2631,2738,3433,3610,3941,4589,5940,7225,5463,6273,8006,7450,,,,,,
Six East Asian traders,SI3_AGG - AGFO - Food,Four East Asian traders,,,3174,2985,3077,3191,3431,3388,3557,4489,5724,5109,6070,7755,7816,,,,,,
Six East Asian traders,SI3_AGG - AGFO - Food,India,,,717,581,689,818,563,398,397,535,985,1188,1528,2321,2877,,,,,,
Six East Asian traders,SI3_AGG - AGFO - Food,Japan,,,5628,5135,5079,5336,5749,5750,5372,5602,7035,6540,7618,9599,9657,,,,,,
Six East Asian traders,SI3_AGG - AGFO - Food,Least-developed countries,,,998,979,1154,1409,1856,1914,2144,3043,4372,3867,4718,6317,6126,,,,,,
Six East Asian traders,SI3_AGG - AGFO - Food,Mexico,,,15,29,17,24,19,25,49,65,90,63,127,127,111,,,,,,
Six East Asian traders,SI3_AGG - AGFO - Food,Middle East,,,947,828,1169,1489,1860,1488,1980,2647,4155,2853,3205,4337,4127,,,,,,
Six East Asian traders,SI3_AGG - AGFO - Food,Non-EU south-eastern Europe,,,90,80,89,158,105,216,189,301,340,158,146,347,213,,,,,,
Six East Asian traders,SI3_AGG - AGFO - Food,Non-EU western Europe,,,72,61,52,74,78,81,86,118,164,138,139,167,163,,,,,,
Six East Asian traders,SI3_AGG - AGFO - Food,North America,,,3476,3265,3155,3486,3853,4222,4917,5482,6898,6094,7282,8390,7596,,,,,,
Six East Asian traders,SI3_AGG - AGFO - Food,Other Africa,,,835,992,1081,1375,1616,1668,1773,2809,4932,4207,5397,6891,5803,,,,,,
Six East Asian traders,SI3_AGG - AGFO - Food,Other Asia,,,3834,3954,4503,5200,6016,6107,6786,8810,11571,10648,14483,19442,18834,,,,,,
Six East Asian traders,SI3_AGG - AGFO - Food,Other CIS,,,29,52,56,94,112,176,198,372,733,598,508,529,574,,,,,,
Six East Asian traders,SI3_AGG - AGFO - Food,Russian Federation,,,178,231,347,479,426,491,534,724,925,650,712,788,632,,,,,,
Six East Asian traders,SI3_AGG - AGFO - Food,Six East Asian traders,,,4221,4172,4322,4546,5150,5094,5495,6848,8829,7650,9130,11945,12095,,,,,,
Six East Asian traders,SI3_AGG - AGFO - Food,South Africa,,,187,160,227,229,382,315,370,513,735,763,713,853,774,,,,,,
Six East Asian traders,SI3_AGG - AGFO - Food,South and Central America and the Caribbean,,,120,115,116,225,226,210,259,385,509,404,590,835,710,,,,,,
Six East Asian traders,SI3_AGG - AGFO - Food,United States of America,,,3118,2895,2791,3076,3436,3774,4410,4830,6132,5324,6432,7411,6606,,,,,,
Six East Asian traders,SI3_AGG - AGFOFI - Fish,World,,,7682,7011,6521,6893,7604,7956,8250,8910,10311,9575,11083,13157,13149,,,,,,
Six East Asian traders,SI3_AGG - AGFOFI - Fish,Africa,,,86,86,98,111,116,156,236,292,469,478,490,642,959,,,,,,
Six East Asian traders,SI3_AGG - AGFOFI - Fish,Asia,,,4597,4017,3845,3883,4472,4403,3998,4278,5035,4676,5638,6919,7118,,,,,,
Six East Asian traders,SI3_AGG - AGFOFI - Fish,Australia and New Zealand,,,216,207,208,250,281,327,335,413,475,448,520,625,668,,,,,,
Six East Asian traders,SI3_AGG - AGFOFI - Fish,Brazil,,,3,4,4,5,3,2,3,2,6,12,18,28,43,,,,,,
Six East Asian traders,SI3_AGG - AGFOFI - Fish,China,,,231,150,133,165,235,234,232,379,434,363,512,829,770,,,,,,
Six East Asian traders,SI3_AGG - AGFOFI - Fish,"Commonwealth of Independent States (CIS), including associate and former member States",,,6,6,8,16,22,38,62,112,106,47,63,81,88,,,,,,
Six East Asian traders,SI3_AGG - AGFOFI - Fish,Europe,,,646,654,608,761,762,893,1075,1285,1390,1213,1357,1459,1309,,,,,,
Six East Asian traders,SI3_AGG - AGFOFI - Fish,Four East Asian traders,,,741,633,546,513,552,566,628,661,696,676,768,856,787,,,,,,
Six East Asian traders,SI3_AGG - AGFOFI - Fish,India,,,1,0,0,1,1,1,1,2,2,2,3,3,3,,,,,,
Six East Asian traders,SI3_AGG - AGFOFI - Fish,Japan,,,3113,2709,2614,2603,2964,2772,2264,2137,2473,2354,2795,3274,3324,,,,,,
Six East Asian traders,SI3_AGG - AGFOFI - Fish,Least-developed countries,,,19,12,17,21,28,33,51,52,77,69,77,133,158,,,,,,
Six East Asian traders,SI3_AGG - AGFOFI - Fish,Mexico,,,1,3,4,6,5,8,19,25,39,17,17,13,10,,,,,,
Six East Asian traders,SI3_AGG - AGFOFI - Fish,Middle East,,,79,115,118,123,140,166,225,243,321,290,308,392,482,,,,,,
Six East Asian traders,SI3_AGG - AGFOFI - Fish,Non-EU south-eastern Europe,,,1,3,5,7,9,10,15,20,29,36,26,31,35,,,,,,
Six East Asian traders,SI3_AGG - AGFOFI - Fish,Non-EU western Europe,,,29,26,23,32,31,37,34,40,58,53,53,58,61,,,,,,
Six East Asian traders,SI3_AGG - AGFOFI - Fish,North America,,,2200,2033,1766,1886,1977,2159,2558,2555,2806,2723,3044,3451,2924,,,,,,
Six East Asian traders,SI3_AGG - AGFOFI - Fish,Other Africa,,,71,72,75,89,92,130,196,224,362,341,374,526,747,,,,,,
Six East Asian traders,SI3_AGG - AGFOFI - Fish,Other Asia,,,295,317,343,352,438,503,539,686,955,831,1040,1333,1566,,,,,,
Six East Asian traders,SI3_AGG - AGFOFI - Fish,Other CIS,,,0,1,1,1,1,3,13,20,24,7,13,17,10,,,,,,
Six East Asian traders,SI3_AGG - AGFOFI - Fish,Russian Federation,,,6,5,8,15,21,35,50,91,82,40,50,64,78,,,,,,
Six East Asian traders,SI3_AGG - AGFOFI - Fish,Six East Asian traders,,,941,855,798,745,854,911,985,1112,1283,1143,1240,1460,1524,,,,,,
Six East Asian traders,SI3_AGG - AGFOFI - Fish,South Africa,,,15,14,23,23,24,27,41,69,107,138,115,116,212,,,,,,
Six East Asian traders,SI3_AGG - AGFOFI - Fish,South and Central America and the Caribbean,,,42,42,41,56,59,70,80,122,143,130,175,206,262,,,,,,
Six East Asian traders,SI3_AGG - AGFOFI - Fish,United States of America,,,1993,1822,1560,1679,1765,1929,2287,2216,2442,2380,2678,3003,2474,,,,,,
Six East Asian traders,SI3_AGG - AGFOOF - Other food products,World,,,15607,15652,17921,21353,23966,24039,27241,36077,49356,42526,52422,69209,65776,,,,,,
Six East Asian traders,SI3_AGG - AGFOOF - Other food products,Africa,,,936,1066,1210,1494,1882,1827,1907,3029,5197,4492,5621,7102,5619,,,,,,
Six East Asian traders,SI3_AGG - AGFOOF - Other food products,Asia,,,10325,10301,11657,13479,14914,14965,16804,21743,28367,26346,33150,44778,44110,,,,,,
Six East Asian traders,SI3_AGG - AGFOOF - Other food products,Australia and New Zealand,,,368,322,395,494,569,659,741,952,1272,1169,1439,1910,1913,,,,,,
Six East Asian traders,SI3_AGG - AGFOOF - Other food products,Brazil,,,25,14,25,67,47,41,45,106,120,107,133,221,119,,,,,,
Six East Asian traders,SI3_AGG - AGFOOF - Other food products,China,,,756,983,1418,1907,2542,2506,3382,4841,5907,5556,6618,9216,8693,,,,,,
Six East Asian traders,SI3_AGG - AGFOOF - Other food products,"Commonwealth of Independent States (CIS), including associate and former member States",,,200,277,395,557,516,628,670,985,1552,1201,1156,1237,1118,,,,,,
Six East Asian traders,SI3_AGG - AGFOOF - Other food products,Europe,,,1910,1978,2129,2672,2848,3049,3513,4655,5835,4250,4916,6546,6141,,,,,,
Six East Asian traders,SI3_AGG - AGFOOF - Other food products,Four East Asian traders,,,2432,2352,2531,2678,2878,2821,2929,3827,5027,4433,5302,6899,7029,,,,,,
Six East Asian traders,SI3_AGG - AGFOOF - Other food products,India,,,716,581,689,817,561,397,396,534,983,1186,1525,2319,2874,,,,,,
Six East Asian traders,SI3_AGG - AGFOOF - Other food products,Japan,,,2514,2426,2464,2733,2785,2978,3109,3466,4562,4185,4823,6325,6333,,,,,,
Six East Asian traders,SI3_AGG - AGFOOF - Other food products,Least-developed countries,,,979,967,1136,1388,1828,1882,2094,2992,4295,3797,4641,6184,5969,,,,,,
Six East Asian traders,SI3_AGG - AGFOOF - Other food products,Mexico,,,13,26,13,18,14,17,30,40,50,46,111,114,101,,,,,,
Six East Asian traders,SI3_AGG - AGFOOF - Other food products,Middle East,,,869,712,1051,1366,1721,1322,1755,2404,3834,2562,2897,3946,3645,,,,,,
Six East Asian traders,SI3_AGG - AGFOOF - Other food products,Non-EU south-eastern Europe,,,89,77,84,151,96,206,175,281,311,123,119,316,178,,,,,,
Six East Asian traders,SI3_AGG - AGFOOF - Other food products,Non-EU western Europe,,,43,35,30,42,47,44,52,77,106,85,86,108,102,,,,,,
Six East Asian traders,SI3_AGG - AGFOOF - Other food products,North America,,,1275,1231,1388,1600,1875,2063,2359,2927,4093,3371,4238,4939,4673,,,,,,
Six East Asian traders,SI3_AGG - AGFOOF - Other food products,Other Africa,,,764,920,1006,1287,1524,1538,1578,2586,4569,3866,5023,6365,5056,,,,,,
Six East Asian traders,SI3_AGG - AGFOOF - Other food products,Other Asia,,,3539,3637,4160,4849,5578,5605,6247,8123,10616,9817,13443,18109,17268,,,,,,
Six East Asian traders,SI3_AGG - AGFOOF - Other food products,Other CIS,,,28,52,56,93,111,173,186,352,709,591,495,512,564,,,,,,
Six East Asian traders,SI3_AGG - AGFOOF - Other food products,Russian Federation,,,172,226,339,464,405,456,483,633,843,610,662,724,554,,,,,,
Six East Asian traders,SI3_AGG - AGFOOF - Other food products,Six East Asian traders,,,3279,3316,3525,3801,4295,4181,4510,5735,7545,6507,7890,10485,10571,,,,,,
Six East Asian traders,SI3_AGG - AGFOOF - Other food products,South Africa,,,172,146,204,207,358,288,329,444,628,625,598,737,562,,,,,,
Six East Asian traders,SI3_AGG - AGFOOF - Other food products,South and Central America and the Caribbean,,,78,74,75,169,166,140,179,263,366,275,415,629,448,,,,,,
Six East Asian traders,SI3_AGG - AGFOOF - Other food products,United States of America,,,1125,1072,1231,1398,1670,1846,2123,2614,3690,2944,3754,4408,4132,,,,,,
Six East Asian traders,SI3_AGG - AGRA - Raw materials,World,,,8924,7383,8214,10378,12669,13894,17071,18173,20497,15057,23676,34433,27503,,,,,,
Six East Asian traders,SI3_AGG - AGRA - Raw materials,Africa,,,124,110,134,176,207,214,282,332,412,295,392,504,465,,,,,,
Six East Asian traders,SI3_AGG - AGRA - Raw materials,Asia,,,6283,5225,5726,7416,8871,9684,11577,12227,13648,10826,16759,24757,20186,,,,,,
Six East Asian traders,SI3_AGG - AGRA - Raw materials,Australia and New Zealand,,,147,119,129,143,177,178,185,172,207,162,169,223,205,,,,,,
Six East Asian traders,SI3_AGG - AGRA - Raw materials,Brazil,,,82,58,80,110,181,221,308,384,439,232,481,582,403,,,,,,
Six East Asian traders,SI3_AGG - AGRA - Raw materials,China,,,2078,1668,1911,2751,3306,3748,4706,5098,5269,4533,6946,11055,8579,,,,,,
Six East Asian traders,SI3_AGG - AGRA - Raw materials,"Commonwealth of Independent States (CIS), including associate and former member States",,,14,18,17,36,58,95,157,162,180,78,134,216,234,,,,,,
Six East Asian traders,SI3_AGG - AGRA - Raw materials,Europe,,,1329,1069,1198,1444,1820,1987,2658,2797,3166,1930,3329,4803,3292,,,,,,
