country_1,Genre_1,Genre_2,Genre_3,imdb_title_id,title,year,date_published,duration,language,director,writer,production_company,avg_vote,votes,reviews_from_users,reviews_from_critics,weighted_average_vote,total_votes,males_allages_avg_vote,males_allages_votes,males_18age_avg_vote,males_18age_votes,males_30age_avg_vote,males_30age_votes,males_45age_avg_vote,males_45age_votes,females_allages_avg_vote,females_allages_votes,females_18age_avg_vote,females_18age_votes,females_30age_avg_vote,females_30age_votes,females_45age_avg_vote,females_45age_votes,top1000_voters_rating,top1000_voters_votes,us_voters_rating,us_voters_votes,non_us_voters_rating,non_us_voters_votes
Spain,Comedy, Horror, Thriller,tt2594078,Viral,2013,2013-11-29,95,Spanish,Lucas Figueroa,"Lucas Figueroa, Javier Pascual",,4.4,228,0,7,4.4,228,4.6,157,5.0,17,4.4,95,5.0,29,4.2,24,4.7,7,3.3,12,5.5,2,3.4,5,6.0,5,4.5,140
Canada,Horror,,,tt2596476,Hellmouth,2014,2014-10-17,95,English,John Geddes,Tony Burgess,Foresight Features,5.3,233,8,21,5.3,233,5.5,164,6.8,12,5.5,92,5.1,55,4.8,28,5.3,3,4.2,14,5.5,8,5.7,16,5.3,47,5.4,115
USA,Horror,,,tt2597242,Home,2014,2014-08-08,91,English,Nicholas McCarthy,Nicholas McCarthy,Varient,4.8,6603,41,83,4.8,6603,4.8,4102,4.8,660,4.7,2382,4.9,881,4.7,1492,4.5,424,4.7,758,5.1,215,4.5,140,5.0,1457,4.6,2933
USA,Drama, Horror, Sci-Fi,tt2597892,Viral,2016,2016-07-29,85,English,"Henry Joost, Ariel Schulman","Barbara Marshall, Christopher Landon",Blumhouse Productions,5.5,7401,52,62,5.5,7401,5.4,4663,5.4,926,5.4,2508,5.4,918,5.7,1187,5.5,385,5.7,558,5.8,142,5.5,147,5.7,1263,5.4,3297
USA,Horror, Sci-Fi, Thriller,tt2601260,Shadows on the Wall,2015,2015-07-17,90,English,Ben Carland,"Ben Carland, Ben Carland",Pixel Pictures,5.1,216,11,3,5.1,216,4.9,141,4.9,8,5.1,62,4.7,63,5.9,31,6.5,2,6.3,13,5.4,13,5.6,9,5.2,72,5.1,64
UK,Drama, Horror, Mystery,tt2602338,Malady,2015,2017-07-11,93,English,Jack James,Jack James,Realist Productions,4.6,178,5,33,4.6,178,4.0,54,5.3,5,5.0,28,2.7,18,4.8,21,10.0,4,4.1,6,4.2,4,2.7,7,5.4,12,4.6,43
Thailand,Horror, Thriller,,tt2603308,Countdown,2012,2012-12-20,90,"Thai, English",Nattawut Poonpiriya,Nattawut Poonpiriya,GMM Tai Hub (GTH),6.3,585,6,13,6.3,585,6.4,423,6.9,126,6.4,213,5.6,62,6.2,70,6.5,23,5.8,35,7.1,6,4.7,14,5.8,47,6.3,327
Japan,Horror,,,tt2604704,Reipu zonbi: Lust of the dead 2,2013,2013-03-23,67,Japanese,Naoyuki Tomomatsu,"Yûko Momochi, Naoyuki Tomomatsu",Gensou haikyuu-sha Ltd.,3.7,266,5,5,3.7,266,3.6,198,3.0,40,3.9,99,3.9,43,3.2,21,4.0,8,2.3,6,3.7,6,3.3,26,4.2,60,3.3,126
USA,Drama, Fantasy, Horror,tt2606112,Copiii: The 1st Entry,2013,2014-06-18,93,English,L. Gustavo Cooper,"Jon Bosworth, L. Gustavo Cooper",,3.4,252,5,14,3.4,252,3.3,169,3.1,21,3.2,76,3.5,65,3.7,51,5.1,11,3.3,21,3.7,15,3.0,21,3.5,60,3.6,119
Turkey,Horror, Thriller,,tt2606118,htr2b: Dönüsüm,2012,2012-12-28,101,Turkish,Osman Evre Tolga,"Osman Evre Tolga, Osman Evre Tolga",Digital Film Center,5.4,271,0,2,5.4,271,5.3,177,5.4,61,5.0,84,5.9,24,5.1,49,6.4,14,4.6,23,4.3,8,5.8,4,3.9,19,5.3,146
USA,Horror, Mystery, Thriller,tt2606614,A Cry from Within,2014,2014-04-03,96,English,"Zach Miller, Deborah Twiss",Deborah Twiss,Sebastien Film,3.6,269,5,5,3.6,269,3.4,141,4.8,15,3.3,58,3.2,62,3.9,66,6.0,7,4.0,28,3.6,25,2.7,23,3.9,86,3.1,84
India,Horror,,,tt2609218,Ragini MMS 2,2014,2014-03-21,119,"Hindi, Marathi",Bhushan Patel,"Tanveer Bookwala, Ishita Moitra",ALT Entertainment,3.8,2523,22,17,3.8,2523,3.8,1882,3.8,1000,3.8,707,3.0,49,4.5,104,4.3,43,4.6,37,5.1,11,3.4,23,3.7,103,3.8,1065
USA,Horror, Mystery, Thriller,tt2609326,You Will Love Me,2013,2016-11-01,102,English,Stephen McKendree,"R. Presley Stephens, R. Presley Stephens",Liberty Lane Productions,2.5,615,26,6,2.5,615,2.4,336,1.9,63,2.5,163,2.6,89,2.7,149,2.0,31,2.5,78,4.3,27,3.4,26,2.7,161,2.3,227
USA,Horror, Mystery,,tt2609998,Classroom 6,2015,2016-05-09,76,"English, Spanish",Jonas Odenheimer,Jonas Odenheimer,Old Jim Productions,3.6,358,10,13,3.6,358,3.5,179,3.5,33,3.5,95,3.1,45,3.7,90,4.2,26,3.1,47,5.7,12,2.9,19,3.6,96,3.4,121
Singapore,Horror,,,tt2618214,Ghost Child,2013,2013-03-07,88,Chinese,Gilbert Chan,"Gilbert Chan, Fong Cheng Tan",Zhao Wei Films (I),5.0,102,2,4,5.0,102,5.0,68,6.0,10,5.0,36,4.6,17,5.2,27,4.5,9,5.4,13,5.9,5,2.5,4,5.8,14,4.9,60
USA,Adventure, Horror, Sci-Fi,tt2620490,Army of Frankensteins,2013,2013-11-10,108,English,Ryan Bellgardt,"Ryan Bellgardt, Ryan Bellgardt",Boiling Point Media,2.7,494,12,15,2.7,494,2.6,354,3.0,36,2.4,167,2.9,134,2.9,56,1.9,7,2.2,27,4.8,16,3.0,44,3.4,154,2.4,184
USA,Crime, Horror, Thriller,tt2620590,Leatherface,2017,2017-09-14,90,English,"Alexandre Bustillo, Julien Maury","Kim Henkel, Tobe Hooper",Campbell Grobman Films,5.0,17377,160,145,5.0,17377,5.0,11289,4.9,2927,4.9,5976,5.2,1482,5.2,1947,5.0,701,5.2,889,5.3,188,4.8,223,5.0,2377,4.9,7876
USA,Drama, Horror, Thriller,tt2620736,Jug Face,2013,2013-07-08,81,English,Chad Crawford Kinkle,Chad Crawford Kinkle,Modernciné,5.2,6403,68,83,5.2,6403,5.2,4041,5.1,598,5.1,2335,5.3,939,5.2,1379,5.0,318,5.1,769,5.6,226,4.8,142,5.5,1770,5.0,2660
USA,Horror, Thriller,,tt2621784,A House Is Not a Home,2015,2015-09-07,87,English,Christopher Ray,"James Kondelik, Jon Kondelik",DeInstitutionalized,3.4,117,2,8,3.4,117,3.6,71,3.6,8,2.8,27,4.4,33,3.2,27,2.6,6,2.9,12,3.8,8,3.2,16,3.8,36,3.1,40
USA,Horror,,,tt2622294,Bleeding Hearts,2015,2015-02-03,100,English,Dylan Bank,"Ken Del Vecchio, Rachael Robbins",Justice for All Productions,3.2,132,2,8,3.2,132,3.1,97,6.1,10,2.7,47,2.9,35,3.0,12,5.0,3,1.6,6,3.5,2,3.2,18,2.6,57,3.7,35
USA,Horror, Mystery, Thriller,tt2622672,Scream at the Devil,2015,2016-03-02,98,English,Joseph P. Stachura,Joseph P. Stachura,Knightsbridge Theatre Films,2.5,472,20,2,2.5,472,2.4,296,2.4,25,2.2,139,2.8,113,2.8,67,2.2,9,2.5,32,3.8,21,2.3,30,2.9,96,2.3,184
UK,Horror, Mystery, Romance,tt2622988,In a Heartbeat,2014,2014-12-26,106,English,Raoul Girard,Raoul Girard,Lovelight,3.1,166,7,8,3.1,166,3.1,112,4.1,15,3.3,57,2.6,33,4.4,17,1.7,3,4.9,8,6.5,4,2.9,19,3.8,18,2.9,89
USA,Horror, Mystery, Thriller,tt2623946,Hunting the Legend,2014,2014-07-08,95,English,Justin Steeley,Justin Steeley,Red Arctic Films,3.5,271,11,15,3.5,271,3.3,192,3.0,29,3.5,86,3.2,68,4.1,31,2.3,8,3.4,17,7.4,5,3.4,14,3.8,83,3.0,98
USA,Horror,,,tt2624716,Dr. Frankenstein's Wax Museum of the Hungry Dead,2013,2013-03-23,85,English,Richard Griffin,"Seth Chitwood, Richard Griffin",Scorpio Film Releasing,4.3,112,3,4,4.3,112,4.1,74,2.1,14,5.6,36,4.5,20,5.5,16,3.7,3,6.3,5,7.1,7,3.7,12,5.0,53,3.3,19
Germany,Horror,,,tt2624866,Die Präsenz,2014,2014-10-31,83,"German, English",Daniele Grieco,Daniele Grieco,Stella Maris Film,4.0,1354,24,42,4.0,1354,4.0,821,3.8,183,4.0,414,4.3,164,4.1,264,3.6,92,4.5,124,4.0,34,3.1,30,4.2,170,3.9,703
USA,Action, Horror, Mystery,tt2625948,Seventy-Nine,2013,2017-06-08,82,English,Filip Maciejewicz,Filip Maciejewicz,Magic Elevator,3.1,137,5,3,3.1,137,3.3,91,4.5,10,3.4,47,3.1,25,2.6,23,3.6,7,2.4,9,1.7,5,3.8,15,3.6,38,3.1,60
USA,Action, Horror, Thriller,tt2630272,Time to Kill,2014,2014-03-21,71,English,Brian K. Williams,"Brian K. Williams, Brian K. Williams",,5.4,107,0,5,5.4,107,5.3,65,5.9,7,5.2,33,5.3,24,4.5,20,4.5,6,4.6,12,6.0,2,2.3,6,5.4,55,4.6,17
USA,Horror, Thriller,,tt2630300,To Jennifer,2013,2013-10-09,76,English,James Cullen Bressack,"James Cullen Bressack, Chuck Pappas",Psykik Junky Pictures,4.7,519,9,47,4.7,519,3.5,217,4.5,33,3.5,106,3.1,71,3.6,97,4.1,19,3.0,45,4.2,30,3.6,25,3.3,178,3.8,97
USA,Drama, Horror, Thriller,tt2630310,House of Forbidden Secrets,2013,2013-10-15,98,English,Todd Sheets,Todd Sheets,Extreme Entertainment,5.8,422,17,21,5.8,422,4.6,89,6.4,8,4.7,40,4.0,39,3.9,31,6.1,5,4.5,18,2.5,8,4.0,17,4.8,74,3.4,23
UK,Action, Adventure, Horror,tt2630992,Darkest Day,2015,2015-05-08,90,English,Dan Rickard,"Will Martin, Dan Rickard",Brighthelm Films,4.4,1285,31,15,4.4,1285,4.3,868,3.3,48,5.0,564,3.8,220,4.9,151,3.1,10,5.5,102,3.9,27,3.6,42,6.3,522,3.5,366
USA,Drama, Horror, Mystery,tt2633076,Dig Two Graves,2014,2017-03-24,85,English,Hunter Adams,"Hunter Adams, Hunter Adams",,5.7,2809,25,43,5.7,2809,5.7,1650,5.8,214,5.7,874,5.6,472,5.5,549,5.3,95,5.4,280,5.8,136,4.7,83,5.8,812,5.5,997
India,Drama, Horror, Thriller,tt2633598,Rise of the Zombie,2013,2013-04-05,86,Hindi,"Luke Kenny, Devaki Singh",Devaki Singh,Kenny Media,3.7,346,17,6,3.7,346,3.6,258,4.5,53,3.4,131,3.4,58,4.3,38,4.0,6,4.5,18,4.4,13,3.3,15,3.3,67,3.9,151
India,Horror, Thriller,,tt2634824,Case No. 666/2013,2013,2013-01-26,110,Telugu,"Venkat Siddareddy, Purnesh Konathala","Purnesh Konathala, Aripirala Satyaprasad",Sri Mahalakshmi Movies,4.6,132,3,0,4.6,132,4.5,69,3.4,25,4.9,33,5.3,10,4.8,24,5.8,4,5.1,14,6.0,5,3.2,5,5.3,17,4.0,35
USA,Horror, Mystery, Thriller,tt2637580,Don't Go to the Reunion,2013,2013-08-09,75,English,Steve Goltz,Kevin Sommerfield,Slasher Studios,3.7,460,7,68,3.7,460,3.8,271,4.0,52,4.5,132,3.1,73,3.2,102,3.8,23,2.9,49,3.6,29,4.2,29,3.6,195,4.1,108
Spain,Horror,,,tt2638662,Summer Camp,2015,2016-06-10,81,"English, Spanish",Alberto Marini,"Alberto Marini, Danielle Schleif",Castelao Pictures,5.0,3088,22,45,5.0,3088,5.0,1973,5.1,329,5.1,1101,5.0,427,5.1,489,4.9,146,5.2,244,5.0,65,5.0,90,5.4,356,5.0,1591
Venezuela,Drama, Fantasy, Horror,tt2640474,La casa del fin de los tiempos,2013,2013-06-21,101,Spanish,Alejandro Hidalgo,"Alejandro Hidalgo, Alejandro Hidalgo",Centro Nacional Autónomo de Cinematografía (CNAC) (I),6.8,6256,38,57,6.8,6256,6.7,3926,7.0,715,6.6,2296,6.7,719,7.1,1330,7.3,346,7.0,727,7.2,169,5.8,103,7.0,910,6.7,3286
France,Action, Horror, Thriller,tt2640570,The Hunt,2012,2012-07-24,74,French,Thomas Szczepanski,"François Gaillard, Thomas Szczepanski",Fullscreen Pictures,4.4,115,8,6,4.4,115,4.5,92,3.4,7,4.6,50,4.5,34,4.3,11,5.0,1,3.6,5,5.8,4,4.7,12,4.7,8,4.4,91
USA,Horror, Sci-Fi,,tt2646378,The Frankenstein Theory,2013,2013-03-01,87,English,Andrew Weiner,"Vlady Pildysh, Andrew Weiner",,4.2,2793,63,56,4.2,2793,4.2,2054,4.3,304,4.2,1107,4.1,556,4.2,351,4.3,60,4.1,176,4.8,99,3.5,71,4.5,878,3.9,1120
USA,Horror, Mystery,,tt2647078,Leaving D.C.,2012,2012-01-01,77,English,Josh Criss,Josh Criss,,6.1,636,24,4,6.1,636,6.1,315,6.2,48,6.1,171,5.7,75,6.2,128,5.3,17,6.5,60,6.2,42,4.5,20,5.9,221,6.2,147
Canada,Fantasy, Horror, Thriller,tt2649680,Evangeline,2013,2015-04-17,85,English,Karen Lam,Karen Lam,Opiate Pictures,3.6,483,12,27,3.6,483,3.5,256,3.4,27,3.3,105,3.8,110,3.9,134,3.7,28,3.6,65,4.8,32,3.5,25,3.9,138,3.5,167
Russia,Horror,,,tt2653232,Pyat butylok vodki,2001,2001-01-01,90,Russian,Svetlana Baskova,,,6.4,253,2,2,6.4,253,6.4,166,6.5,93,6.5,44,5.7,15,6.7,16,7.0,10,6.0,4,9.0,1,4.8,4,7.4,14,6.2,126
UK,Horror,,,tt2654738,The Addicted,2013,2013-01-01,90,English,Sean J. Vincent,Sean J. Vincent,Recoil Films,2.2,124,4,9,2.2,124,2.3,83,1.4,7,2.4,43,2.3,30,2.4,20,4.3,3,1.9,11,3.0,5,2.0,8,2.9,35,1.9,51
USA,Comedy, Drama, Horror,tt2656588,Buzzard,2014,2015-03-06,97,English,Joel Potrykus,Joel Potrykus,Sob Noisse Movies,6.4,1704,14,76,6.4,1704,6.4,1281,6.9,267,6.4,749,5.8,221,6.0,151,6.7,51,5.6,71,5.4,23,5.0,54,6.5,559,6.3,692
USA,Horror, Sci-Fi, Thriller,tt2657152,War Z Day One,2013,2013-02-20,58,English,Lana Titov,"Lana Titov, Michael G. Welch",Hammerpoint Interactive,5.5,118,8,1,5.5,118,5.4,95,5.2,15,4.6,49,7.0,30,5.1,6,0.0,0,8.7,3,6.0,3,4.0,3,7.0,72,2.7,18
USA,Horror,,,tt2662764,The Lake on Clinton Road,2015,2015-07-17,80,English,DeShon Hardy,DeShon Hardy,Diamond District Entertainment,2.5,263,10,10,2.5,263,2.4,162,3.0,16,2.3,70,2.4,71,2.6,52,3.1,10,2.7,18,2.4,20,2.5,20,2.5,99,2.2,66
Norway,Horror,,,tt2664880,Villmark 2,2015,2015-10-09,93,Norwegian,Pål Øie,"Kjersti Helen Rasmussen, Pål Øie",Handmade films in Norwegian woods,5.3,2240,14,14,5.3,2240,5.3,1550,5.1,238,5.4,968,5.1,286,5.5,358,4.9,84,5.7,209,5.2,43,5.2,57,6.9,406,5.0,1193
USA,Horror,,,tt2666286,New Blood Rising,2014,2014-02-18,81,English,Chad Zuver,Chad Zuver,Cullen Park Productions,3.9,153,10,6,3.9,153,3.8,76,2.7,11,3.0,33,4.5,32,4.1,53,3.7,10,4.7,29,3.5,13,5.6,7,4.3,69,3.8,48
UK,Action, Horror, Sci-Fi,tt2667380,Kill Command,2016,2016-05-13,99,English,Steven Gomez,Steven Gomez,Vertigo Films,5.7,12163,84,62,5.7,12163,5.7,9073,5.6,1319,5.6,5073,5.8,2050,5.7,620,5.6,153,5.8,290,5.6,125,5.1,152,5.9,1398,5.6,6147
USA,Horror, Thriller,,tt2671106,The Hanover House,2014,2014-05-09,73,English,Corey Norman,"Corey Norman, Corey Norman",Bonfire Films,5.7,112,3,11,5.7,112,5.8,70,5.1,11,5.7,35,6.2,22,6.0,21,6.7,5,5.4,11,7.2,5,4.7,6,6.4,45,4.5,20
Canada,Horror, Mystery, Thriller,tt2672180,Silent Retreat,2013,2013-10-18,95,English,Tricia Lee,"Corey Brown, Corey Brown",A Film Monkey Production,4.1,701,8,26,4.1,701,4.1,422,4.2,49,4.2,229,3.9,123,4.3,171,3.2,41,4.7,84,4.9,37,3.6,37,4.2,181,4.0,317
UK,Horror, Sci-Fi, Thriller,tt2673388,The Scopia Effect,2014,2014-01-01,130,English,Christopher Butler,"Christopher Butler, Christopher Butler",Big Eye,4.0,573,13,24,4.0,573,4.0,374,4.3,29,4.1,214,3.8,122,4.0,94,4.6,23,3.5,48,4.0,20,4.2,27,4.0,65,4.0,329
USA,Action, Horror,,tt2675318,Devils of War,2013,2013-04-15,74,English,Eli Dorsey,Eli Dorsey,,2.0,377,12,4,2.0,377,2.1,299,2.0,42,2.1,138,2.1,105,1.6,26,1.0,8,2.0,9,1.7,8,1.7,24,2.7,53,1.9,204
USA,Horror,,,tt2676710,616: Paranormal Incident,2013,2013-02-12,90,"English, Bulgarian",David Chirchirillo,"Ian Ascher, David Chirchirillo",Marquis Productions,2.8,514,9,5,2.8,514,2.7,343,2.1,58,2.9,159,2.6,109,2.7,115,2.9,25,2.4,60,3.2,25,2.8,24,2.8,128,2.5,228
Canada,Crime, Fantasy, Horror,tt2677894,Discopathe,2013,2013-10-26,81,"French, English",Renaud Gauthier,Renaud Gauthier,Durango,5.0,560,10,44,5.0,560,4.9,421,5.2,41,5.0,253,4.6,110,5.6,68,5.7,11,5.3,39,6.1,17,4.3,26,4.8,79,5.1,340
USA,Comedy, Horror,,tt2689354,Call Girl of Cthulhu,2014,2015-09-15,92,English,Chris LaMartina,"Jimmy George, Chris LaMartina",Midnight Crew Studios,4.6,577,9,18,4.6,577,4.5,445,4.4,43,4.5,274,4.6,119,5.3,38,6.7,10,4.8,18,5.3,9,4.0,35,5.1,161,4.3,257
India,Drama, Horror, Mystery,tt2691010,Mumbai 125 KM 3D,2014,2014-10-17,100,Hindi,Hemant Madhukar,Hemant Madhukar,A Light and Shadow Films,2.7,169,4,2,2.7,169,2.6,121,2.7,56,2.3,40,3.0,13,3.7,8,5.5,2,3.3,3,3.0,2,4.2,4,4.9,8,2.1,69
USA,Horror,,,tt2691554,Bath Salt Zombies,2013,2013-02-19,70,English,Dustin Mills,"Dustin Mills, Clint Weiler",Dustin Mills Productions,3.0,314,9,18,3.0,314,3.0,229,3.6,28,3.1,125,2.8,68,2.9,36,2.7,9,3.0,19,3.2,8,2.8,27,3.2,98,2.8,129
Spain,Horror,,,tt2692538,Wax,2014,2015-03-13,79,English,Víctor Matellano,"Víctor Matellano, Víctor Matellano",Old cinema project,3.7,293,6,9,3.7,293,3.7,151,3.4,14,3.9,83,3.6,50,4.1,37,3.6,8,2.9,11,5.3,16,3.7,15,3.9,52,3.7,104
UK,Drama, Horror, Thriller,tt2693114,Amnesiac,2013,2013-03-01,90,English,Martin Rutley,Andrew Rutley,Hungercult Films,2.5,109,2,9,2.5,109,2.4,73,2.3,7,2.4,26,2.5,39,2.7,18,6.0,1,1.6,9,3.5,8,1.9,12,2.9,32,2.3,53
Canada,Horror,,,tt2701772,Kingdom Come,2014,2014-08-20,97,English,Greg A. Sager,"Greg A. Sager, Geoff Hart",Matchbox Pictures Inc.,4.3,1118,26,19,4.3,1118,4.3,753,4.1,92,4.4,382,4.4,247,4.3,208,3.9,52,4.0,84,4.9,61,4.1,56,4.4,252,4.2,521
France,Horror, Thriller,,tt2705542,Le berceau des ombres,2015,2015-07-06,84,French,Jacob Jerome,Jacob Jerome,Black Owl Prod,3.0,155,2,1,3.0,155,3.0,110,2.1,7,3.0,58,2.9,42,3.1,21,3.4,5,3.2,13,2.5,2,3.8,8,2.7,9,3.1,99
USA,Horror,,,tt2708306,Sledge,2014,2014-09-02,75,English,"John B Sovie II, Kristian Hanson",Kristian Hanson,CH Productions,3.3,105,8,16,3.3,105,3.1,77,3.1,8,3.3,36,2.8,30,4.5,13,0.0,0,4.1,9,4.3,3,3.5,11,3.1,53,3.4,22
Japan,Horror,,,tt2709636,Tôku tu za deddo,2013,2013-08-03,84,Japanese,Norio Tsuruta,"Takashige Ichise, Midori Satô",Next Media Animation (NMA),5.0,111,0,2,5.0,111,4.7,72,4.8,5,4.9,48,4.3,15,5.6,20,5.5,10,5.4,9,10.0,1,3.4,11,4.4,17,5.0,53
USA,Drama, Horror, Thriller,tt2709716,Antidote,2013,2014-12-02,80,English,"Craig DiFolco, Pete DiFolco","Craig DiFolco, Pete DiFolco",Sunnyside Films,3.5,110,5,1,3.5,110,3.3,78,2.8,4,3.7,36,3.2,34,5.1,16,5.0,2,3.6,5,6.5,7,3.5,14,4.2,41,3.3,30
Italy,Horror, Thriller,,tt2709726,Midway - Tra la vita e la morte,2013,2013-04-11,74,Italian,John Real,"Adriana Marzagalli, John Real",Real Dreams Entertainment,8.1,437,4,2,8.1,437,6.8,142,4.0,3,7.8,98,6.0,39,9.0,185,10.0,2,9.0,156,8.5,27,4.0,15,7.9,92,8.6,228
UK,Horror, Mystery, Thriller,tt2710826,AfterDeath,2015,2015-10-19,88,English,"Gez Medinger, Robin Schmidt","Andrew Ellard, Andrew Ellard",Acheron Films,4.0,1641,27,17,4.0,1641,4.0,1065,4.0,130,3.9,544,4.0,338,4.4,267,4.3,46,4.4,129,4.6,76,3.6,58,4.2,252,3.9,837
USA,Comedy, Horror,,tt2713642,Jersey Shore Massacre,2014,2014-08-22,88,English,Paul Tarnopol,"Paul Tarnopol, Goldeneye",JSM productions1,2.8,1097,11,35,2.8,1097,2.7,799,2.4,205,2.8,426,3.0,139,2.9,122,2.5,47,3.2,52,3.4,21,2.7,56,3.3,209,2.6,517
USA,Drama, Horror, Mystery,tt2714380,The Remaining,2014,2014-09-24,88,English,Casey La Scala,"Casey La Scala, Chris Dowling",Affirm Films,4.3,6425,87,25,4.3,6425,4.2,4097,4.5,657,4.1,2124,4.2,1081,4.7,1179,4.7,268,4.5,573,5.0,238,3.7,139,4.6,1163,4.0,2788
USA,Horror, Sci-Fi,,tt2716062,The Giant Spider,2013,2013-05-01,71,"English, Esperanto",Christopher R. Mihm,Christopher R. Mihm,All For George Productions,5.4,192,11,7,5.4,192,5.3,123,5.4,11,5.3,37,5.3,68,6.0,20,8.0,2,5.1,6,6.6,10,4.4,15,5.5,89,5.2,29
Singapore,Fantasy, Horror, Thriller,tt2716802,Afterimages,2014,2014-09-11,92,English,Tony Kern,Tony Kern,Mythopolis Pictures,5.1,175,10,2,5.1,175,4.9,100,3.8,6,5.0,47,4.7,44,5.6,36,5.8,5,5.3,16,6.3,13,3.7,13,5.0,62,5.0,49
Mexico,Horror,,,tt2718028,Km 31-2,2016,2016-11-04,105,Spanish,Rigoberto Castañeda,Rigoberto Castañeda,Lemon Studios,3.7,198,3,0,3.7,198,3.6,106,3.1,17,3.5,60,4.8,18,4.5,36,3.7,3,4.1,17,7.5,10,4.8,10,3.9,12,3.8,85
USA,Horror, Mystery, Thriller,tt2718314,Dark Awakening,2014,2015-07-17,95,English,"Dean Jones, Dean Jones","Josh Edwards, Dean Jones",Atlantic & Pacific Pictures,4.2,280,8,2,4.2,280,3.9,171,3.9,17,4.0,94,3.8,48,5.0,53,6.6,6,4.8,32,5.8,10,4.0,25,4.3,62,4.1,115
Italy,Horror,,,tt2720726,Darkside Witches,2015,2015-04-07,89,"Italian, English",Gerard Diefenthal,Gerard Diefenthal,Majestic XII,4.4,511,12,7,4.4,511,4.3,315,7.0,104,4.6,140,3.3,68,4.4,96,5.3,32,4.4,43,3.7,19,3.8,13,3.4,53,4.0,196
Canada,Horror, Thriller,,tt2726270,Berkshire County,2014,2016-01-27,83,English,Audrey Cummings,Chris Gamble,A71 Productions,4.8,1593,29,27,4.8,1593,4.7,1001,4.5,178,4.7,534,4.8,237,5.0,284,5.2,67,4.6,129,5.8,65,4.4,67,4.9,319,4.6,702
Iceland,Drama, Horror, Thriller,tt2731308,Grafir & Bein,2016,2016-01-01,82,Icelandic,Anton Sigurdsson,"Anton Sigurðsson, Anton Sigurðsson",Ogfilms,4.8,156,1,2,4.8,156,4.9,90,4.5,15,5.0,47,4.8,27,5.1,38,4.9,7,5.4,20,4.7,11,4.7,9,5.3,20,4.9,80
USA,Horror, Mystery, Thriller,tt2731970,2 Bedroom 1 Bath,2014,2014-09-05,91,English,Stanley Yung,"Stanley Yung, Stanley Yung",Al Bravo Films,3.8,299,4,0,3.8,299,3.9,159,3.6,41,3.5,70,4.7,42,3.5,86,3.5,20,3.4,35,4.0,24,3.8,21,3.7,76,3.8,117
Germany,Horror, Thriller,,tt2732286,True Love Ways,2014,2015-10-01,95,German,Mathieu Seiler,Mathieu Seiler,Grand Hotel Pictures,5.5,248,5,21,5.5,248,5.6,170,5.6,15,5.9,94,4.8,53,5.4,27,7.0,5,5.1,19,4.0,2,4.8,16,5.6,32,5.3,139
Belgium,Horror, Mystery, Thriller,tt2733258,L'étrange couleur des larmes de ton corps,2013,2014-03-12,102,"French, Danish, Flemish","Hélène Cattet, Bruno Forzani","Bruno Forzani, Hélène Cattet",Anonymes Films,6.0,3280,33,144,6.0,3280,6.0,2398,6.5,473,6.0,1339,5.3,515,6.0,347,6.7,102,5.8,172,5.5,53,5.3,109,6.3,592,5.9,1808
USA,Horror, Thriller,,tt2734110,Ghostline,2015,2015-10-06,85,English,Dean Whitney,Dean Whitney,Undaunted Films,3.2,111,7,7,3.2,111,2.9,61,1.2,4,2.9,29,3.2,25,3.5,31,2.7,5,3.0,13,4.0,10,2.9,16,3.3,40,2.6,36
South Africa,Drama, Horror, Thriller,tt2736074,Of Good Report,2013,2013-08-09,109,English,Jahmil X.T. Qubeka,Jahmil X.T. Qubeka,Compass Films,6.5,105,3,6,6.5,105,6.4,69,5.2,12,6.4,30,6.9,22,6.7,15,7.8,4,6.5,7,8.3,3,8.0,3,6.5,10,6.3,58
USA,Horror, Sci-Fi, Thriller,tt2736254,Absence,2013,2013-07-05,84,English,Jimmy Loweree,"Jake Moreno, Jimmy Loweree",Radcliffe Pictures,4.1,759,15,15,4.1,759,3.9,464,4.5,58,4.2,262,3.1,133,4.5,191,4.5,37,4.6,97,4.6,44,2.9,39,4.2,295,3.9,260
USA,Drama, Horror, Sci-Fi,tt2737304,Bird Box,2018,2018-12-21,124,English,Susanne Bier,"Eric Heisserer, Josh Malerman",Netflix,6.6,237846,2683,204,6.6,237846,6.5,126399,6.5,40411,6.5,57654,6.5,14020,7.0,39034,7.0,16029,6.9,14570,7.0,3477,6.2,396,6.6,27358,6.6,89248
USA,Horror,,,tt2737926,Always Watching: A Marble Hornets Story,2015,2015-04-07,92,English,James Moran,"Ian Shorr, Joseph DeLage",Bellevue Productions,4.7,2541,33,24,4.7,2541,4.6,1490,4.5,399,4.6,728,4.6,291,5.1,495,4.8,149,5.1,236,5.5,74,3.8,68,5.0,613,4.6,976
Japan,Horror,,,tt2739358,Kuso subarashii kono sekai,2013,2013-06-28,78,"English, Japanese, Korean",Kayoko Asakura,Kayoko Asakura,Booster Project,2.5,467,1,2,2.5,467,4.2,50,6.8,5,4.5,27,2.9,15,4.4,173,4.4,46,5.1,65,1.0,62,3.2,4,4.9,10,3.7,208
